,female_id,female_bdate,male_id,male_bdate
12666,5618992,1984,79269805,
12667,5625997,1987,28766994,
12668,5627038,1987,219816,
12669,5627108,1983,3273802,
12670,5627640,1986,11369278,
12671,5629161,1986,947152,
12672,5635035,1992,13522404,
12673,5645366,1976,393023896,
12674,5649964,1984,32915107,
12675,5659739,1980,34024165,
12676,5665646,1992,18571624,
12677,5666407,1983,5473656,
12678,5668602,1983,138034492,
12679,5668841,1974,138171077,
12680,5679472,1981,8819720,
12681,5683624,1978,8290396,
12682,5688304,1985,10433737,
12683,5701071,1982,3167382,
12684,5707364,1979,252773317,
12685,5726460,1987,3363875,
12686,5731351,1987,18754175,
12687,5738006,1989,138195706,
12688,5743892,1987,43152878,
12689,5744318,1986,5458807,
12690,5745943,1987,132780342,
12691,5748329,1986,4032940,
12692,5748546,1988,378285125,
12693,5749896,1988,38572560,
12694,5751928,1990,42913081,
12695,5762265,1991,18162680,
12696,5764392,1989,10932214,
12697,5766622,1982,342724864,
12698,5768627,1974,2918996,
12699,5778436,1982,65177285,
12700,5793552,1994,23330527,
12701,5793952,1992,472575,
12702,5795899,1969,440483,
12703,5798701,1958,243746011,
12704,5799700,1973,51397987,
12705,5815867,1979,378350604,
12706,5829426,1983,9638631,
12707,5842429,1969,128198682,
12708,5842853,1981,78313183,
12709,5844828,1985,13277598,
12710,5854020,1986,25140973,
12711,5861316,1975,5165371,
12712,5864451,1984,4067628,
12713,5867623,1971,69979429,
12714,5872935,1954,28548025,
12715,5879117,1989,9446485,
12716,5879561,1985,5119136,
12717,5884393,1987,9611583,
12718,5885609,1989,2852944,
12719,5887978,1989,8514052,
12720,5893072,1990,20080352,
12721,5893662,1990,68686107,
12722,5895915,1986,274856539,
12723,5896025,1990,3174778,
12724,5899043,1981,5323472,
12725,5915585,1990,5120853,
12726,5923569,1982,4086707,
12727,5929872,1983,18239019,
12728,5930683,1986,19563840,
12729,5939506,1979,18434987,
12730,5945069,1987,12957523,
12731,5948346,1986,856422,
12732,5973939,1987,18391879,
12733,5976396,1985,3159122,
12734,5979946,1989,8655350,
12735,6000776,1986,70218431,
12736,6012142,1985,19653889,
12737,6016160,1979,2916212,
12738,6018877,1984,201225290,
12739,6024793,1991,29577471,
12740,6029875,1983,38327974,
12741,6036061,1981,1338077,
12742,6058644,1986,8504705,
12743,6064218,1978,28387380,
12744,6069266,1986,5192029,
12745,6075998,1991,18375376,
12746,6078001,1989,262829158,
12747,6087215,1983,248428641,
12748,6088078,1983,353815136,
12749,6098462,1964,10166995,
12750,6111274,1980,3935821,
12751,6132962,1983,50646416,
12752,6138483,1990,69212990,
12753,6144683,1985,251183114,
12754,6145206,1989,60972793,
12755,6147028,1987,3033127,
12756,6150174,1986,13309808,
12757,6184397,1971,15460387,
12758,6193369,1987,32855383,
12759,6193853,1987,33605928,
12760,6196327,1983,45466759,
12761,6201321,1981,411183099,
12762,6202447,1990,140679046,
12763,6202991,1988,12891722,
12764,6206330,1990,155007254,
12765,6208165,1978,143125351,
12766,6209158,1987,18414230,
12767,6223127,1982,834244,
12768,6224478,1988,21416703,
12769,6228982,1968,60100909,
12770,6234162,1984,8765825,
12771,6253633,1988,3168439,
12772,6255140,1988,2915874,
12773,6256265,1982,22950851,
12774,6260399,1967,12980544,
12775,6264612,1982,926753,
12776,6266488,1989,320270069,
12777,6268491,1985,2935066,
12778,6284448,1984,3981621,
12779,6284720,1977,20469415,
12780,6298682,1985,223015660,
12781,6304372,1989,3295072,
12782,6313936,1987,5092538,
12783,6314817,1990,298490688,
12784,6333626,1986,508602,
12785,6359480,1986,39537073,
12786,6362865,1991,13117078,
12787,6370777,1984,2940982,
12788,6373428,1984,9233518,
12789,6376065,1990,83043604,
12790,6385886,1980,200271421,
12791,6394480,1990,51367211,
12792,6415460,1988,93194527,
12793,6424534,1982,371166629,
12794,6433003,1991,8642754,
12795,6435728,1984,3290739,
12796,6439411,1975,163780,
12797,6443816,1978,8471814,
12798,6443941,1981,38588079,
12799,6446991,1985,63153281,
12800,6448761,1969,8482849,
12801,6454935,1990,20694433,
12802,6455625,1991,178979639,
12803,6456558,1991,29575581,
12804,6465643,1988,3982977,
12805,6474750,1968,113025454,
12806,6479439,1988,428573060,
12807,6502611,1974,29173595,
12808,6510000,1973,28669157,
12809,6546393,1986,5187559,
12810,6555842,1980,49510906,
12811,6556662,1984,9207390,
12812,6564613,1985,118191154,
12813,6573713,1988,977889,
12814,6577926,1992,265164148,
12815,6580094,1967,41423755,
12816,6604109,1985,3000469,
12817,6606551,1988,93130503,
12818,6617569,1990,153722515,
12819,6619035,1987,11372325,
12820,6619148,1985,328243457,
12821,6632800,1986,33357560,
12822,6635059,1987,429343083,
12823,6636989,1985,10154715,
12824,6655098,1985,155067025,
12825,6656397,1987,4009062,
12826,6683896,1988,38314499,
12827,6694049,1983,20477740,
12828,6696499,1994,423026474,
12829,6700957,1989,133056037,
12830,6703899,1990,63281583,
12831,6707913,1991,150436755,
12832,6721039,1987,875796,
12833,6721630,1993,58536366,
12834,6721883,1988,437600,
12835,6723180,1962,8422258,
12836,6723238,1976,8368235,
12837,6724934,1986,192981316,
12838,6728469,1993,493079656,
12839,6733364,1993,10202990,
12840,6736209,1993,93240109,
12841,6741379,1972,63382343,
12842,6748206,1985,210717456,
12843,6754546,1989,99217455,
12844,6756355,1991,88555927,
12845,6767147,1958,38506215,
12846,6771167,1975,3368260,
12847,6778377,1981,10182229,
12848,6779072,1986,182889302,
12849,6780215,1985,8432287,
12850,6794630,1985,18347470,
12851,6807483,1991,2995883,
12852,6807728,1978,878248,
12853,6817292,1980,91412809,
12854,6824638,1983,191129486,
12855,6825987,1986,59155313,
12856,6828361,1985,55394843,
12857,6842645,1989,3523306,
12858,6853209,1988,3587176,
12859,6855706,1989,13438821,
12860,6875144,1990,62957622,
12861,6878723,1981,18318787,
12862,6890101,1983,4034918,
12863,6890520,1989,35429068,
12864,6893671,1961,3206352,
12865,6907025,1982,51388875,
12866,6914114,1980,49934375,
12867,6915399,1987,11332831,
12868,6931511,1988,3173844,
12869,6937907,1995,249093696,
12870,6949488,1984,10490324,
12871,6950144,1987,21409807,
12872,6953868,1982,3224691,
12873,7008900,1986,4017165,
12874,7026499,1986,121192225,
12875,7031278,1987,132732307,
12876,7031307,1970,963203,
12877,7031524,1984,159903450,
12878,7033570,1991,15452888,
12879,7050212,1989,12978646,
12880,7064623,1987,15159126,
12881,7071283,1984,148390221,
12882,7082338,1987,85305060,
12883,7085589,1984,21348476,
12884,7092070,1981,13500264,
12885,7100327,1987,49399639,
12886,7102595,1989,33987946,
12887,7102698,1988,391202438,
12888,7105802,1988,13041345,
12889,7106602,1989,232968544,
12890,7111403,1984,4080751,
12891,7112221,1986,8279625,
12892,7115949,1991,460479,
12893,7126171,1965,30427093,
12894,7126271,1986,3384474,
12895,7142217,1985,20487556,
12896,7153243,1990,18548434,
12897,7158175,1986,4833960,
12898,7168587,1961,5113077,
12899,7168838,1982,5184431,
12900,7180064,1987,140030402,
12901,7192922,1990,163270846,
12902,7195314,1981,132736262,
12903,7198322,1993,90459256,
12904,7201589,1991,215163532,
12905,7230343,1987,162948176,
12906,7242484,1977,38680516,
12907,7244540,1972,9599245,
12908,7252889,1988,19512982,
12909,7254679,1983,13498798,
12910,7256587,1986,90452203,
12911,7260337,1982,33352487,
12912,7270707,1982,3999540,
12913,7273132,1990,218125667,
12914,7277653,1984,935688,
12915,7282585,1988,19266892,
12916,7283462,1979,302816736,
12917,7291767,1982,13140096,
12918,7312716,1980,345174675,
12919,7317907,1987,33067897,
12920,7322515,1988,90644154,
12921,7329901,1971,88754688,
12922,7332582,1983,13568263,
12923,7347094,1994,10489801,
12924,7360702,1990,3082326,
12925,7366410,1984,13546125,
12926,7367927,1984,33085592,
12927,7372986,1986,3127389,
12928,7376873,1974,15133325,
12929,7381679,1983,8340457,
12930,7391426,1983,68260699,
12931,7394600,1971,10488231,
12932,7404647,1992,412864117,
12933,7418787,1992,469817512,
12934,7419043,1991,25463114,
12935,7436025,1992,185063161,
12936,7440364,1985,93203609,
12937,7441851,1986,3002221,
12938,7448611,1991,172887,
12939,7449673,1989,153016560,
12940,7453128,1967,11409036,
12941,7460335,1980,225077646,
12942,7473279,1983,894066,
12943,7475186,1975,200651499,
12944,7475904,1984,3287616,
12945,7479157,1987,112880813,
12946,7485032,1990,8490420,
12947,7486174,1989,30182876,
12948,7498785,1988,73214347,
12949,7504086,1985,139979669,
12950,7518493,1972,135141305,
12951,7518658,1987,3291035,
12952,7521513,1990,35464613,
12953,7523215,1986,8654280,
12954,7524865,1975,247090,
12955,7527813,1989,8787799,
12956,7528030,1986,33564768,
12957,7530815,1986,13150944,
12958,7535188,1985,168994050,
12959,7541819,1975,3992507,
12960,7542030,1984,20180246,
12961,7564879,1984,25382818,
12962,7565540,1981,8611946,
12963,7567667,1991,930761,
12964,7591783,1986,10431180,
12965,7593145,1987,133694064,
12966,7594080,1990,9841631,
12967,7599826,1986,222709244,
12968,7602457,1988,382791204,
12969,7604128,1980,3152131,
12970,7606872,1984,69602153,
12971,7614166,1987,20860405,
12972,7619922,1989,18463086,
12973,7638052,1990,13339471,
12974,7640113,1985,8544975,
12975,7644253,1984,8002733,
12976,7648248,1989,83308355,
12977,7658060,1987,90898415,
12978,7658203,1985,15050674,
12979,7658508,1985,219790846,
12980,7669733,1993,179049166,
12981,7673546,1990,293729295,
12982,7676538,1974,3318702,
12983,7686998,1986,13374461,
12984,7701967,1982,122926456,
12985,7704554,1987,23198559,
12986,7708016,1983,55366796,
12987,7728526,1978,3035927,
12988,7730780,1987,59526131,
12989,7732486,1981,10688887,
12990,7734419,1997,33554545,
12991,7734760,1985,53167704,
12992,7741459,1988,53950023,
12993,7747605,1986,83535302,
12994,7747670,1989,23377891,
12995,7756708,1986,68304326,
12996,7762346,1978,33111182,
12997,7765155,1984,53257449,
12998,7767107,1986,5446463,
12999,7767906,1985,33508995,
13000,7769705,1991,168293421,
13001,7776544,1982,143761252,
13002,7778511,1982,51379981,
13003,7778609,1989,151183730,
13004,7780069,1986,45342460,
13005,7780225,1986,9617903,
13006,7783858,1990,20890168,
13007,7784059,1974,20641433,
13008,7788383,1989,98457994,
13009,7796051,1988,686839,
13010,7812166,1986,4067093,
13011,7812946,1986,9191331,
13012,7825420,1980,93114647,
13013,7838719,1987,20951402,
13014,7863006,1978,8317783,
13015,7883045,1989,10920364,
13016,7887308,1981,145162314,
13017,7901621,1985,33508042,
13018,7902093,1986,29477511,
13019,7902846,1991,20901953,
13020,7905105,1987,3518484,
13021,7918069,1987,33585782,
13022,7923858,1988,9525824,
13023,7931742,1971,172732508,
13024,7932374,1994,472843528,
13025,7936720,1980,5453094,
13026,7940293,1988,13530585,
13027,7941761,1981,14031600,
13028,7950077,1984,3092181,
13029,7954744,1989,3079825,
13030,7973399,1985,98516802,
13031,7975617,1990,294867564,
13032,7980918,1992,634452,
13033,7997346,1985,13201735,
13034,8007466,1973,15386083,
13035,8016490,1985,8568922,
13036,8027253,1992,400013400,
13037,8032716,1987,33537203,
13038,8041987,1986,162884808,
13039,8050699,1985,3329659,
13040,8051634,1989,132844554,
13041,8051887,1990,53568158,
13042,8053739,1986,29617319,
13043,8053850,1989,41356062,
13044,8072969,1990,23146568,
13045,8083378,1991,229379685,
13046,8086075,1984,3179421,
13047,8094822,1992,3102117,
13048,8101222,1987,1368254,
13049,8116906,1984,182690655,
13050,8119057,1982,52976934,
13051,8122569,1987,454398,
13052,8132826,1980,8401123,
13053,8139243,1984,1425957,
13054,8141199,1980,29598993,
13055,8147558,1982,142821781,
13056,8148031,1974,190261570,
13057,8149520,1993,5393549,
13058,8152069,1990,10913520,
13059,8153066,1961,358468323,
13060,8158829,1989,2922067,
13061,8158976,1962,279033271,
13062,8162395,1983,3528129,
13063,8176186,1988,8335259,
13064,8191508,1989,133018829,
13065,8200969,1986,8286032,
13066,8220991,1986,85106700,
13067,8231306,1977,28488330,
13068,8233507,1991,12969778,
13069,8234328,1989,43216381,
13070,8240177,1987,113681898,
13071,8240839,1966,192889652,
13072,8249024,1990,38690355,
13073,8251058,1985,11334413,
13074,8256677,1994,33091420,
13075,8260249,1988,215905,
13076,8274523,1989,10421469,
13077,8281420,1983,23080044,
13078,8282615,1986,13196747,
13079,8294003,1981,448644848,
13080,8294747,1992,29181361,
13081,8297950,1983,8300413,
13082,8303488,1989,452406,
13083,8312190,1966,8454957,
13084,8315189,1984,8310191,
13085,8323670,1987,90240,
13086,8325483,1984,49520638,
13087,8327927,1976,8338716,
13088,8353536,1993,10695698,
13089,8362258,1985,3018664,
13090,8365130,1988,152783131,
13091,8368830,1987,69976924,
13092,8377264,1983,33343832,
13093,8377513,1982,430772084,
13094,8378194,1990,2925599,
13095,8385586,1988,8454734,
13096,8385986,1985,18346631,
13097,8390497,1955,189429021,
13098,8391639,1978,240740028,
13099,8401698,1984,3201621,
13100,8406042,1981,3041874,
13101,8414747,1990,38665948,
13102,8415028,1977,8485638,
13103,8429558,1986,14074537,
13104,8434005,1984,8244797,
13105,8440848,1974,3945396,
13106,8443660,1989,5425803,
13107,8453438,1964,8454034,
13108,8454784,1989,29173035,
13109,8456789,1989,8458042,
13110,8459655,1990,438801,
13111,8470060,1978,473338717,
13112,8470513,1992,298648875,
13113,8494656,1986,188547171,
13114,8496045,1987,198390697,
13115,8507994,1989,8320757,
13116,8520403,1987,30894908,
13117,8528081,1978,53203157,
13118,8533409,1990,8542363,
13119,8542901,1986,8658440,
13120,8549769,1993,169346184,
13121,8554000,1987,8505278,
13122,8556780,1962,528158466,
13123,8565025,1983,1339958,
13124,8565684,1987,8447589,
13125,8565951,1988,5182048,
13126,8571292,1974,323656141,
13127,8576343,1992,13088849,
13128,8577089,1993,9479541,
13129,8587339,1985,8692546,
13130,8601704,1992,480728,
13131,8608013,1985,3593048,
13132,8613078,1988,8374664,
13133,8614523,1996,9559448,
13134,8627284,1987,502810876,
13135,8638466,1986,9209639,
13136,8646206,1985,8664847,
13137,8647394,1990,8462441,
13138,8650072,1985,25424862,
13139,8651015,1983,3996728,
13140,8659042,1983,3953229,
13141,8664671,1991,108215221,
13142,8683242,1987,49587716,
13143,8686002,1988,28295261,
13144,8692636,1963,8718019,
13145,8699103,1981,129462673,
13146,8702274,1984,9212038,
13147,8710834,1972,140277701,
13148,8711547,1984,8748258,
13149,8720855,1979,8724049,
13150,8731591,1984,33117709,
13151,8732358,1989,18300466,
13152,8740955,1984,9601706,
13153,8743544,1977,42933647,
13154,8750722,1962,8368538,
13155,8767530,1987,578142391,
13156,8770851,1988,258572574,
13157,8775541,1986,10168487,
13158,8783166,1974,183300519,
13159,8790974,1978,471871,
13160,8801705,1989,25462431,
13161,8803902,1991,13043886,
13162,8804275,1989,28711313,
13163,8813427,1969,178320780,
13164,8814152,1991,91350071,
13165,8815103,1987,23075005,
13166,8825357,1989,53550867,
13167,8827158,1988,13221219,
13168,8827689,1990,43104084,
13169,8828180,1986,9274142,
13170,8829589,1985,1329671,
13171,8837707,1984,33566173,
13172,8841000,1992,13100230,
13173,8847053,1982,3964935,
13174,8847349,1986,20195824,
13175,8856382,1985,39271778,
13176,8865475,1990,13213731,
13177,8874281,1987,8628584,
13178,8885369,1982,2952832,
13179,8893032,1981,15422838,
13180,8897964,1996,50864242,
13181,8900428,1981,8329484,
13182,8905616,1985,12937055,
13183,8915406,1987,8516217,
13184,8926475,1989,78539009,
13185,8933480,1970,10688941,
13186,8933929,1992,188500644,
13187,8956203,1985,109780144,
13188,8961315,1986,15404794,
13189,8963791,1992,58801054,
13190,8981759,1988,45124379,
13191,8983123,1988,8494124,
13192,8992493,1992,13951318,
13193,9003875,1980,4016598,
13194,9006004,1991,642122,
13195,9007342,1975,188129471,
13196,9015911,1985,10426616,
13197,9021694,1983,142714395,
13198,9024365,1996,884213,
13199,9024797,1987,139082628,
13200,9045107,1990,8403601,
13201,9046977,1983,3282021,
13202,9051867,1990,82962354,
13203,9064561,1979,5169967,
13204,9071026,1982,8560021,
13205,9074578,1984,253664097,
13206,9088455,1989,100261119,
13207,9097383,1981,573252547,
13208,9108638,1988,10158173,
13209,9114505,1992,19482329,
13210,9116131,1989,364898198,
13211,9130906,1985,33147018,
13212,9143490,1984,60486982,
13213,9172459,1988,1351982,
13214,9185271,1972,549428230,
13215,9186971,1986,49439551,
13216,9188626,1993,20885745,
13217,9192711,1987,9177968,
13218,9194975,1989,168428145,
13219,9202979,1981,19525316,
13220,9205164,1970,50193296,
13221,9205464,1984,215113143,
13222,9206594,1987,228418476,
13223,9210668,1983,43267191,
13224,9211295,1991,15123753,
13225,9214589,1984,9513512,
13226,9218831,1984,10472627,
13227,9224191,1975,3163191,
13228,9226494,1990,183697179,
13229,9237618,1989,19834345,
13230,9237750,1994,135083178,
13231,9250016,1984,8520175,
13232,9250576,1964,909772,
13233,9268829,1984,953062,
13234,9273191,1979,132962124,
13235,9284484,1993,8575053,
13236,9285508,1987,118214891,
13237,9289144,1985,139082749,
13238,9290450,1982,183051541,
13239,9293410,1996,906870,
13240,9302298,1989,11413249,
13241,9303284,1990,462723823,
13242,9307783,1987,19657116,
13243,9317115,1983,78477645,
13244,9319538,1988,9028639,
13245,9322277,1983,204893799,
13246,9325584,1987,8736940,
13247,9335535,1987,10166513,
13248,9342974,1989,9821377,
13249,9350833,1990,153262710,
13250,9368527,1992,10901176,
13251,9369220,1991,13497393,
13252,9378977,1988,168189062,
13253,9388149,1978,9316898,
13254,9388829,1981,172920495,
13255,9389612,1985,23183599,
13256,9394710,1990,24075691,
13257,9397751,1991,18748114,
13258,9401208,1987,5150402,
13259,9412547,1989,29180431,
13260,9413338,1988,200472100,
13261,9423710,1987,8609738,
13262,9430012,1986,105100132,
13263,9438285,1986,268355845,
13264,9441823,1983,243897,
13265,9445229,1985,5341630,
13266,9447909,1990,8561311,
13267,9466742,1991,3037272,
13268,9470383,1986,23271457,
13269,9476539,1992,8240729,
13270,9478714,1981,8365985,
13271,9483195,1984,3186339,
13272,9492157,1977,3358724,
13273,9519495,1987,9523974,
13274,9523772,1987,45189547,
13275,9537191,1986,18479211,
13276,9541445,1988,132962118,
13277,9549963,1971,170018408,
13278,9550278,1987,9551465,
13279,9556228,1985,1358026,
13280,9559136,1990,454943378,
13281,9578045,1992,15111835,
13282,9582446,1985,8425463,
13283,9588660,1983,25344768,
13284,9591157,1990,98313474,
13285,9592885,1983,20953591,
13286,9598604,1988,63024733,
13287,9601947,1982,191118187,
13288,9609262,1993,32997801,
13289,9614847,1983,9601716,
13290,9623999,1981,73034992,
13291,9629577,1986,13524848,
13292,9640260,1970,504513,
13293,9645297,1979,120261383,
13294,9648311,1988,61354257,
13295,9659497,1978,9661350,
13296,9662642,1991,12923112,
13297,9671159,1991,95439396,
13298,9672433,1985,38800296,
13299,9674112,1984,33574494,
13300,9682136,1989,228427129,
13301,9692024,1988,30486462,
13302,9698285,1987,3440325,
13303,9718380,1985,38753430,
13304,9719601,1987,7997971,
13305,9741100,1984,33541189,
13306,9755025,1987,8417084,
13307,9756496,1991,3224669,
13308,9759419,1989,553752824,
13309,9767596,1987,21401877,
13310,9774432,1965,9555379,
13311,9784541,1988,9548783,
13312,9787132,1985,926629,
13313,9820497,1991,13257972,
13314,9825006,1983,402980609,
13315,9846182,1982,3528264,
13316,9859698,1991,208168323,
13317,9860986,1986,180416085,
13318,9869393,1990,43931581,
13319,9872077,1984,23964622,
13320,9877409,1986,24075179,
13321,9879379,1985,61388735,
13322,9884625,1986,9544607,
13323,9886071,1986,5439331,
13324,9891497,1961,118455581,
13325,9901155,1992,19183465,
13326,9906999,1982,202748654,
13327,9919652,1989,18455974,
13328,9926603,1986,50927557,
13329,9936778,1986,23267370,
13330,9939519,1988,448148086,
13331,9951449,1985,25119684,
13332,9958479,1978,11344531,
13333,10011427,1987,45397397,
13334,10018365,1983,144878878,
13335,10025624,1981,15342689,
13336,10026160,1990,25142625,
13337,10026846,1986,153070326,
13338,10034219,1979,3065260,
13339,10034717,1986,152841436,
13340,10064318,1989,19275575,
13341,10073188,1985,19608443,
13342,10075274,1989,13273877,
13343,10077021,1985,954661,
13344,10077708,1984,10639352,
13345,10081793,1975,48583969,
13346,10088805,1992,499028591,
13347,10095126,1981,8338139,
13348,10101842,1992,39654418,
13349,10108900,1986,98269146,
13350,10115031,1991,53332586,
13351,10120428,1980,9206403,
13352,10123382,1979,1346152,
13353,10123408,1978,18494184,
13354,10127416,1962,10162035,
13355,10135688,1977,43197484,
13356,10135977,1986,68361394,
13357,10139667,1983,32943602,
13358,10141221,1988,99681244,
13359,10142688,1988,9740261,
13360,10145180,1989,152846872,
13361,10146336,1979,30221735,
13362,10156255,1988,18303561,
13363,10170746,1984,13133220,
13364,10171590,1990,310764896,
13365,10174995,1987,8626341,
13366,10182283,1991,68692416,
13367,10185775,1975,9958285,
13368,10195764,1987,3301463,
13369,10202879,1988,865853,
13370,10208570,1987,88526535,
13371,10210094,1991,171093331,
13372,10211734,1977,172678453,
13373,10227222,1988,8437217,
13374,10229586,1987,13395590,
13375,10240683,1991,13158295,
13376,10241119,1979,10244165,
13377,10256521,1967,80456,
13378,10258807,1989,81348623,
13379,10264082,1990,73312467,
13380,10264752,1990,49593787,
13381,10265001,1988,23354983,
13382,10272108,1981,83546973,
13383,10274508,1989,9495208,
13384,10303948,1988,3562626,
13385,10312794,1986,1370395,
13386,10317126,1992,18670623,
13387,10318150,1990,23260788,
13388,10322475,1963,8573140,
13389,10327243,1987,229002842,
13390,10328377,1977,28746054,
13391,10339072,1987,98450769,
13392,10342904,1987,238152895,
13393,10346361,1979,41415794,
13394,10358956,1980,203109,
13395,10372410,1983,10466029,
13396,10373056,1980,20876048,
13397,10375178,1987,565058145,
13398,10380383,1986,143741264,
13399,10404922,1985,3308709,
13400,10414936,1978,8423154,
13401,10418940,1990,8321768,
13402,10431391,1989,5178889,
13403,10432381,1989,138354762,
13404,10448509,1989,15445095,
13405,10462015,1991,13532574,
13406,10467337,1989,13547371,
13407,10471813,1986,30114885,
13408,10491391,1989,49510129,
13409,10493762,1985,182805395,
13410,10532795,1992,8620220,
13411,10533952,1986,342751162,
13412,10537660,1986,3354810,
13413,10548236,1985,3083058,
13414,10550739,1988,13075261,
13415,10554272,1988,23965077,
13416,10555085,1989,10898413,
13417,10565579,1989,212689189,
13418,10567691,1980,41417181,
13419,10568101,1989,405066813,
13420,10574135,1986,28621662,
13421,10589521,1979,3025530,
13422,10590050,1956,168099658,
13423,10593312,1963,13921284,
13424,10599149,1988,124841835,
13425,10604477,1984,8502200,
13426,10605681,1987,258639125,
13427,10606221,1994,10875043,
13428,10628905,1984,210249416,
13429,10646168,1991,9286058,
13430,10651346,1986,411245629,
13431,10651553,1993,102655859,
13432,10655188,1978,20876874,
13433,10661269,1984,133711317,
13434,10670176,1973,3045263,
13435,10694240,1986,12949584,
13436,10697431,1986,3163881,
13437,10722468,1986,29255627,
13438,10727386,1990,45189201,
13439,10758656,1972,188625810,
13440,10773532,1984,3002682,
13441,10777328,1976,35392027,
13442,10785328,1989,18701026,
13443,10786343,1989,8458326,
13444,10788308,1989,50202750,
13445,10801726,1988,10952124,
13446,10829773,1986,18442263,
13447,10836890,1982,118220633,
13448,10843843,1979,548168710,
13449,10853949,1978,10915525,
13450,10856568,1982,8125987,
13451,10858351,1989,38519891,
13452,10859390,1992,13599688,
13453,10869767,1992,18384296,
13454,10869931,1985,68425522,
13455,10871700,1990,28379484,
13456,10876414,1978,39651144,
13457,10911607,1971,190220389,
13458,10926341,1986,10924753,
13459,10932360,1988,408155188,
13460,10936315,1992,368559426,
13461,10944812,1989,213737641,
13462,10949338,1986,58324263,
13463,10956211,1988,29527762,
13464,10957834,1985,263108357,
13465,10957959,1986,138127133,
13466,10961075,1990,10950910,
13467,11010687,1986,12956864,
13468,11011820,1989,3127054,
13469,11015556,1981,40083202,
13470,11040119,1987,687222,
13471,11057468,1985,18341062,
13472,11061014,1964,1403523,
13473,11061277,1971,4070738,
13474,11078054,1990,8744773,
13475,11081287,1987,229069116,
13476,11083630,1987,10689220,
13477,11105181,1973,454937503,
13478,11105495,1992,211117028,
13479,11114145,1990,8521697,
13480,11122412,1988,123046208,
13481,11131406,1992,80637803,
13482,11131501,1978,20207855,
13483,11133666,1986,133033110,
13484,11154058,1984,43586982,
13485,11158625,1988,13050041,
13486,11165841,1987,23043337,
13487,11173841,1989,8350152,
13488,11176613,1990,9253324,
13489,11196997,1992,93212835,
13490,11200828,1986,210208839,
13491,11216347,1984,8757394,
13492,11237779,1982,10088980,
13493,11245206,1977,53510223,
13494,11247635,1990,153261285,
13495,11263162,1988,28635376,
13496,11269368,1989,8723218,
13497,11279054,1984,279430892,
13498,11279151,1986,878495,
13499,11280647,1979,13082560,
13500,11282110,1981,19956262,
13501,11292506,1977,1374661,
13502,11296851,1985,28478039,
13503,11299616,1987,51414319,
13504,11317572,1978,55421140,
13505,11318838,1987,8338518,
13506,11328006,1985,15437965,
13507,11328770,1989,11332031,
13508,11329014,1984,178566102,
13509,11332736,1983,13504295,
13510,11352502,1971,530013482,
13511,11353589,1986,134807793,
13512,11367334,1982,15445291,
13513,11375021,1989,113291629,
13514,11388503,1995,60910562,
13515,11397042,1987,102722270,
13516,11407325,1989,11403257,
13517,11420333,1986,65173572,
13518,11423952,1981,329998651,
13519,11432418,1984,178399867,
13520,11442800,1988,39574282,
13521,11451399,1986,140047068,
13522,11452626,1985,4020169,
13523,11460568,1989,8026962,
13524,11466069,1981,261190234,
13525,11466131,1991,13533468,
13526,11472738,1981,133207058,
13527,11482072,1986,162654243,
13528,11492391,1993,48087689,
13529,11492398,1990,35320514,
13530,11493873,1981,8731358,
13531,11514322,1988,4027969,
13532,11522359,1986,3563012,
13533,11529656,1967,13165101,
13534,11533231,1988,9426337,
13535,11534213,1985,13037596,
13536,11534584,1985,35470753,
13537,11540467,1991,21386028,
13538,11550556,1991,8214308,
13539,11557981,1983,3585798,
13540,11559661,1972,430341,
13541,11568306,1986,258424074,
13542,11568378,1985,213265584,
13543,11572934,1989,5149473,
13544,11577609,1983,518613420,
13545,11597305,1979,473731037,
13546,11597508,1983,20080152,
13547,11610923,1984,93309457,
13548,11617667,1987,5420976,
13549,11619061,1981,394880479,
13550,11620711,1989,162736220,
13551,11625532,1971,18287194,
13552,11627680,1985,432878428,
13553,11629127,1972,8248970,
13554,11631371,1991,28574406,
13555,11637055,1989,8547307,
13556,11639643,1984,412875099,
13557,11640200,1985,262847161,
13558,11641200,1979,11412830,
13559,11641401,1992,18485366,
13560,11648506,1984,3113402,
13561,11648544,1988,15184836,
13562,11658518,1987,190643373,
13563,11676191,1983,195156738,
13564,11677993,1988,170246763,
13565,11682356,1980,112908284,
13566,11688810,1984,18727069,
13567,11692597,1968,198111283,
13568,11705407,1982,418173456,
13569,11713708,1994,111212311,
13570,11717998,1977,308396710,
13571,11739713,1989,32938471,
13572,11754789,1987,3966787,
13573,11766569,1990,118088353,
13574,11767534,1983,10961360,
13575,11769805,1994,88427657,
13576,11779553,1986,25185489,
13577,11783143,1986,20452123,
13578,11785574,1972,150265103,
13579,11788924,1990,98294905,
13580,11797839,1987,53129727,
13581,11800940,1985,24031200,
13582,11812464,1986,498030,
13583,11816598,1989,160012449,
13584,11831982,1988,19165742,
13585,11833102,1964,13527882,
13586,11836410,1986,8475488,
13587,11841076,1988,382767265,
13588,11843337,1987,174879660,
13589,11847346,1990,457082,
13590,11849088,1989,218129420,
13591,11877189,1986,263021765,
13592,11886743,1978,400283547,
13593,11901465,1986,11411187,
13594,11907260,1983,8307664,
13595,11921641,1991,435214356,
13596,11930161,1985,83196206,
13597,11940916,1991,8748231,
13598,11941717,1990,13003717,
13599,11951509,1985,9202440,
13600,11955563,1986,33995307,
