,female_id,female_bdate,male_id,male_bdate
171,544530676,2003,263130813,
172,574449850,2005,493151231,
173,404471028,2004,294765681,
174,264421847,2005,352233264,
175,424459181,2003,164552020,
176,274425584,2005,340836891,
177,524441198,2004,574201707,
178,534443886,2004,196391183,
179,434456493,2003,102886694,
180,524444769,2003,209102739,
181,284457588,2003,345967109,
182,284457729,2002,354529751,
183,254434488,2004,221148310,
184,324471338,2003,236775384,
185,384469134,2003,284524483,
186,504446487,2002,206638381,
187,164415244,2003,224733217,
188,354461104,2002,226949221,
189,454493139,2005,362150927,
190,564448562,2003,481642693,
191,414472712,2005,544781873,
192,264436683,2003,434590897,
193,454491032,2004,415723966,
194,144454199,2002,268599779,
195,224442090,2002,225379499,
196,504456184,2004,218846170,
197,564635347,2005,443205092,
198,481864734,2004,160980943,
199,294636338,2002,338191656,
200,224628110,2002,394612900,
201,344645788,2004,199568949,
202,324661466,2004,470983247,
203,554645449,2003,310408504,
204,334664217,2002,264154985,
205,511185152,2005,277774853,
206,527009389,2005,364098756,
207,397027320,2003,304541510,
208,466674537,2004,278390788,
209,206972112,2004,487712983,
210,266990741,2003,407118747,
211,327033136,2002,145043469,
212,407042444,2003,288193024,
213,527010641,2004,166676435,
214,246981751,2004,474964692,
215,566991767,2002,552199437,
216,537003596,2002,294941652,
217,226991620,2002,35430707,
218,337017233,2002,372086045,
219,347065117,2002,274390518,
220,437077172,2005,330812549,
221,257054156,2003,253003686,
222,447075716,2003,180107660,
223,517073064,2002,247460040,
224,307056705,2005,320529355,
225,327093810,2002,102979004,
226,517074850,2002,390730217,
227,377086684,2002,480558371,
228,577075280,2006,550941946,
229,257078860,2002,216316619,
230,287101590,2003,404557523,
231,307077791,2003,405240850,
232,357091400,2004,347519347,
233,437107002,2005,343929489,
234,367130321,2004,506197720,
235,277070003,2002,250719200,
236,547106347,2005,501425900,
237,267015149,2002,178204727,
238,337043441,2005,412695797,
239,347034273,2002,422393270,
240,447037241,2002,481347601,
241,577043395,2005,584398058,
242,187004177,2003,286705311,
243,187004246,2003,286332653,
244,517037147,2003,480225124,
245,237003758,2002,209928162,
246,437044681,2004,268053781,
247,496212356,2004,178865904,
248,567027092,2003,395982344,
249,217048789,2003,98425451,
250,457109764,2002,159874241,
251,547095060,2003,537173676,
252,447079635,2003,46859968,
253,387101428,2005,361955643,
254,237059900,2003,185580428,
255,437095545,2005,373414183,
256,236985886,2004,515006924,
257,527000760,2004,316920295,
258,377035713,2005,413531684,
259,417032408,2003,260526188,
260,236992242,2003,187121285,
261,246997422,2004,321260976,
262,447024537,2004,432747579,
263,387030763,2002,236628415,
264,517049386,2002,269698161,
265,147046172,2002,106788675,
266,577052436,2005,544014009,
267,547063864,2004,483153774,
268,367084429,2003,185329594,
269,247016699,2004,361881840,
270,407069114,2005,239687415,
271,537025206,2003,244010026,
272,577035426,2005,321615495,
273,67315995,2004,504594508,
274,367063547,2003,256721677,
275,277006360,2005,392553575,
276,517028542,2004,317584658,
277,527022067,2005,417462224,
278,257004736,2003,301642803,
279,156113446,2002,152804103,
280,206983813,2003,571568399,
281,466668058,2002,531545733,
282,327119062,2002,243692445,
283,307088001,2003,322946935,
284,377117268,2003,431308367,
285,567086238,2004,498531044,
286,227065025,2002,264653467,
287,267063030,2002,277002585,
288,257134884,2003,410313567,
289,297123623,2002,352128534,
290,175752747,2002,79958927,
291,397179214,2002,293400345,
292,484374807,2003,280645412,
293,367200706,2004,398319509,
294,567133737,2004,268724390,
295,337169108,2005,306791804,
296,557161325,2005,507392791,
297,287160505,2002,111642484,
298,407189300,2003,323678728,
299,557166304,2004,485685894,
300,537170833,2003,481986105,
301,67465837,2003,463745921,
302,547189460,2005,525354201,
303,567158151,2002,466796714,
304,257140645,2002,279840607,
305,507178100,2004,164217442,
306,537176009,2005,372557461,
307,197081637,2004,197095144,
308,207098387,2003,192163571,
309,297117767,2003,301005050,
310,537130545,2002,333655779,
311,187105666,2003,205562851,
312,197086749,2004,506342460,
313,267109267,2002,379531919,
314,367171075,2003,485279318,
315,77431940,2005,267397712,
316,277112768,2002,203889745,
317,387155301,2004,209621515,
318,397157634,2004,337277942,
319,407161747,2004,563414375,
320,187094801,2002,98630169,
321,197110235,2002,98874529,
322,527148782,2003,203386619,
323,484371742,2003,182661632,
324,307134143,2002,541596721,
325,277125757,2004,308259016,
326,427160576,2003,302798556,
327,277127203,2003,57380694,
328,577153624,2005,411578494,
329,427204824,2004,366769398,
330,537186778,2002,497818965,
331,267173427,2004,120307891,
332,337202438,2003,255458816,
333,175793712,2002,182472985,
334,307182686,2003,373314935,
335,437211153,2003,370816129,
336,577202082,2005,522080711,
337,527190619,2003,180270703,
338,547197232,2005,293220985,
339,267161747,2003,407825345,
340,537192516,2004,106671759,
341,577138626,2003,139350132,
342,307124771,2005,381033192,
343,537135480,2004,241069782,
344,397166752,2005,238325344,
345,477152732,2003,212315768,
346,267102455,2002,142885804,
347,297103325,2003,479016371,
348,217172281,2003,257361243,
349,567192296,2004,217473149,
350,237174605,2002,390775504,
351,227188042,2003,310930115,
352,537196530,2003,431150478,
353,237162763,2002,199997891,
354,367145629,2004,235473079,
355,547124648,2003,420629412,
356,307089887,2005,310085970,
357,417120413,2005,163318996,
358,257090628,2004,174487566,
359,457140674,2004,181291523,
360,156197354,2002,487513878,
361,577114130,2005,456626113,
362,347112586,2002,348376554,
363,407137159,2002,179172270,
364,377130244,2004,142537580,
365,547129479,2004,479222596,
366,407139291,2003,206648769,
367,247079797,2003,145409629,
368,317099422,2002,568646284,
369,187081526,2003,442860698,
370,217081462,2003,207929878,
371,187082443,2003,466865844,
372,547132623,2003,548512315,
373,297099370,2004,235277373,
374,377136250,2003,226134977,
375,377136634,2002,471983553,
376,347118428,2002,285778849,
377,496296311,2003,225352817,
378,327135417,2005,224583720,
379,537113603,2005,295733988,
380,217088524,2002,247789328,
381,297090310,2004,286687070,
382,377102422,2002,172555449,
383,377102469,2004,363949980,
384,357252253,2004,443446240,
385,537250311,2004,465942622,
386,577257279,2005,559736353,
387,387284455,2002,259195569,
388,175855516,2002,521733123,
389,407281534,2003,274464566,
390,327282646,2004,404323161,
391,427275001,2002,135934629,
392,496440233,2004,393159479,
393,517258363,2002,445082501,
394,347260233,2003,169892490,
395,466698218,2005,551305195,
396,27063442,2005,250446489,
397,319150693,2003,478580560,
398,559175194,2002,155093726,
399,486397881,2005,367929932,
400,249175813,2002,223796788,
401,479217741,2003,370875791,
402,389218820,2002,409258039,
403,319174286,2002,370408211,
404,529186079,2002,523528882,
405,539198411,2004,229243065,
406,329212587,2003,549659779,
407,149189178,2005,244587399,
408,349188678,2004,461281879,
409,389203693,2003,221260452,
410,259174793,2004,171343311,
411,369225163,2003,324443225,
412,439198095,2002,513509144,
413,177773145,2003,318919011,
414,259175420,2003,219338433,
415,439195052,2002,331292744,
416,579200636,2005,302618740,
417,158310750,2002,257212713,
418,309203849,2004,298939035,
419,449216427,2003,173026075,
420,449216505,2004,472080848,
421,177816399,2003,486612515,
422,569203022,2003,503933461,
423,579223784,2005,307979041,
424,229210673,2003,181740409,
425,319205386,2003,540533971,
426,139176281,2002,142777625,
427,269190144,2004,326022209,
428,468890187,2005,444654800,
429,229230249,2003,177575404,
430,269224148,2004,347797885,
431,509244705,2004,454459033,
432,509256126,2002,401077413,
433,486471592,2003,272657485,
434,399247854,2003,303137123,
435,189196788,2003,68340944,
436,559231806,2003,400911592,
437,199188653,2003,137846747,
438,209195680,2003,490168241,
439,498410556,2004,327084919,
440,399255716,2004,577589300,
441,269210878,2002,95868474,
442,329248662,2002,568649119,
443,177833410,2002,146078136,
444,177833730,2002,210350817,
445,279205132,2003,181592210,
446,319208419,2004,156441118,
447,498412150,2004,452126055,
448,509228464,2003,371478285,
449,189174712,2002,475804211,
450,449207149,2005,526462392,
451,559209293,2004,569872967,
452,289200342,2006,243184934,
453,509202738,2002,466689429,
454,479222596,2005,547129479,
455,289204050,2006,406801859,
456,279178287,2002,247517997,
457,339212883,2003,178072038,
458,339194243,2002,272493700,
459,389201890,2002,218841534,
460,319178661,2003,496226140,
461,329215765,2004,499642291,
462,449269730,2003,471829033,
463,419290353,2004,141891932,
464,169229096,2002,424140553,
465,229258784,2004,391454052,
466,349269460,2005,439048952,
467,569260610,2005,329224089,
468,349261693,2004,228119912,
469,439274278,2004,526087139,
470,486485435,2004,292051070,
471,509267088,2005,326173719,
472,319247299,2003,319304469,
473,389281024,2005,430449861,
474,569249874,2002,545199871,
475,239228792,2002,387386444,
476,349254569,2004,334701943,
477,459291898,2004,318894386,
478,549268214,2005,577966464,
479,519244752,2002,260871143,
480,229223225,2003,401438296,
481,559243223,2003,584257756,
482,409261594,2002,163448238,
483,449237691,2004,518455414,
484,539233214,2002,554058933,
485,189210780,2003,449306179,
486,579244611,2002,577733775,
487,459268811,2004,218942551,
488,158394546,2002,465468747,
489,449296487,2004,443639429,
490,229287828,2004,497858541,
491,309284229,2004,498447298,
492,369338220,2003,271664033,
493,459334157,2003,529055791,
494,569289129,2005,571615305,
495,349294443,2005,374956607,
496,359283256,2004,227829729,
497,449286518,2004,124167946,
498,79573231,2002,139287541,
499,389321243,2003,569089262,
500,369335056,2005,275204321,
501,459318306,2005,533694899,
502,468954206,2004,351398310,
503,139253180,2002,99167997,
504,239258184,2002,157859917,
505,177896375,2002,364146578,
506,289293148,2002,182876486,
507,319267816,2003,156929356,
508,309264507,2004,301175693,
509,308968900,2003,219590267,
510,468654040,2004,391439770,
511,539322097,2004,289664547,
512,579341469,2005,351021302,
513,434932624,2002,326252306,
514,444923189,2003,525663977,
515,394952613,2004,551735559,
516,544938597,2003,428178246,
517,114907355,2003,276054798,
518,244897512,2003,452879848,
519,344922433,2002,308701383,
520,504893536,2004,401200649,
521,264897775,2003,169923148,
522,374936083,2002,168910378,
523,482139179,2002,454902016,
524,444929636,2005,158965317,
525,524921036,2003,568733952,
526,234896651,2002,283137028,
527,404963385,2003,132722545,
528,184897348,2002,175294973,
529,584993728,2004,562572894,
530,274910854,2002,129055194,
531,554935439,2004,545651326,
532,234899078,2002,166887548,
533,544950496,2003,566703049,
534,334941046,2004,198315929,
535,153980325,2003,196637863,
536,224875547,2002,443545625,
537,544913852,2003,217891219,
538,482154214,2004,105652162,
539,173512201,2002,207400156,
540,284917196,2004,474686477,
541,374930519,2005,274804091,
542,244883846,2003,248420768,
543,434919410,2002,215641053,
544,464576471,2003,432055479,
545,524903813,2003,252120852,
546,264892644,2002,496813500,
547,224865323,2003,166167269,
548,564866726,2004,205545492,
549,334948219,2002,521160809,
550,394963870,2002,400798112,
551,454970399,2003,331869382,
552,504933196,2002,477173256,
553,504933711,2002,180510911,
554,194848242,2003,155937303,
555,424895083,2002,198684752,
556,574885387,2002,392473231,
557,234833783,2002,463845654,
558,354862480,2005,535497149,
559,384880190,2005,540149503,
560,504881617,2005,403131829,
561,554890348,2004,526761053,
562,574892205,2002,473552028,
563,334897337,2002,461589656,
564,314867365,2002,272244057,
565,564875845,2004,580535252,
566,564931537,2005,273777985,
567,334955630,2002,212729888,
568,534944680,2002,497536962,
569,585011097,2004,585093819,
570,574954584,2005,569154070,
571,224928131,2002,158078382,
572,504952680,2002,339872085,
573,134925294,2002,373159522,
574,224940115,2002,110523610,
575,304940517,2003,446624888,
576,354957634,2006,341099594,
577,564946201,2003,350716728,
578,564946691,2004,510188147,
579,384970430,2004,346463448,
580,284956267,2003,274969014,
581,314936447,2002,254816305,
582,534853170,2003,447585204,
583,224835087,2003,207551522,
584,304836331,2003,121442382,
585,494036720,2005,283915378,
586,154053505,2002,173225328,
587,254946367,2003,301704877,
588,482185502,2005,460343272,
589,55248996,2003,222324227,
590,294949300,2002,168357084,
591,434973728,2003,513415246,
592,434974024,2002,434751021,
593,294950607,2002,451095065,
594,354907103,2004,108581002,
595,454940196,2005,546595251,
596,144969148,2004,425848406,
597,244946706,2002,450941300,
598,544998149,2003,73712708,
599,204940886,2003,187667130,
600,164921749,2003,329952536,
601,504967216,2005,370417624,
602,564955643,2003,566395680,
603,405010676,2002,383426100,
604,524973864,2005,498547764,
605,264946138,2003,203975573,
606,574975622,2003,510150196,
607,264973233,2003,318581557,
608,375008074,2003,329631192,
609,524989664,2005,497019268,
610,585039794,2005,485616682,
611,184951758,2002,356384267,
612,284986711,2004,317064098,
613,264970091,2002,135685988,
614,280249346,2004,402857444,
615,440256772,2003,220714027,
616,469922093,2003,466349823,
617,510250038,2003,197292537,
618,510250888,2004,520621709,
619,230220710,2005,158838893,
620,190216373,2003,424721411,
621,270227065,2002,238663950,
622,550254623,2004,518390764,
623,320261644,2002,318462297,
624,350268408,2002,498113566,
625,440279694,2004,274133818,
626,380298870,2002,186591834,
627,540275546,2002,150867148,
628,180235135,2003,360977156,
629,300240531,2002,246507470,
630,380277666,2004,173757455,
631,200223433,2004,252557920,
632,487481719,2002,390930903,
633,260237309,2003,252248782,
634,160200656,2002,493528424,
635,230216003,2003,104186311,
636,470335493,2003,509995512,
637,499498628,2005,221509325,
638,270296835,2002,284706355,
639,320337361,2003,357269325,
640,270295166,2004,520051693,
641,570325753,2005,451748332,
642,250306298,2003,117486838,
643,240297818,2005,480722672,
644,469983757,2004,483446964,
645,570315422,2005,565181986,
646,430318445,2005,462607471,
647,320324420,2004,444213826,
648,510308709,2004,488851768,
649,410322113,2002,237489811,
650,310285802,2002,138485617,
651,499489134,2003,143285777,
652,370290349,2004,518760132,
653,95715635,2003,254247125,
654,180253141,2002,266252025,
655,190248387,2002,184452248,
656,220272760,2002,273012244,
657,210246826,2003,168542187,
658,380345588,2004,149036767,
659,540343262,2002,384909219,
660,310308875,2002,191158223,
661,380346725,2004,542018666,
662,320342671,2003,342458433,
663,450356318,2002,138948366,
664,499507520,2003,313710864,
665,280319465,2003,253106604,
666,400350255,2005,314212382,
667,450321623,2005,300881974,
668,560278277,2004,202165589,
669,340268844,2003,345783598,
670,340296092,2002,565836623,
671,520290793,2003,349288004,
672,440302730,2003,269268959,
673,220286199,2003,195659150,
674,160258177,2002,338490219,
675,178904439,2004,191905740,
676,260283889,2004,298851290,
677,320320711,2002,361051277,
678,380322041,2003,383046837,
679,340278345,2002,391974637,
680,240312005,2002,93271503,
681,250321180,2002,415800365,
682,570342890,2004,478077968,
683,430343377,2003,449688730,
684,440344298,2005,379056269,
685,360258733,2002,239050356,
686,340253632,2002,327071799,
687,499395086,2003,204556155,
688,570269780,2003,586232673,
689,580353860,2003,257621811,
690,364823499,2003,335264748,
691,374790746,2005,340924169,
692,314775873,2002,348080242,
693,354794143,2004,386669985,
694,504789255,2003,409465140,
695,474801316,2003,179828263,
696,173383336,2004,259176199,
697,324809336,2003,209378168,
698,564725495,2003,340875505,
699,274719391,2004,317433421,
700,493921395,2004,287874036,
701,434759245,2003,490095357,
702,244715652,2003,298541318,
703,334749221,2002,155209867,
704,544770751,2003,339267446,
705,554754719,2002,570423178,
706,224724637,2002,184439412,
707,344741864,2003,493397631,
708,254718067,2004,249235203,
709,274716797,2002,72528382,
710,374800178,2002,336783824,
711,364818305,2002,138735849,
712,104757105,2002,244223779,
713,214751010,2003,250659014,
714,384798542,2004,235271119,
715,474792083,2003,584838242,
716,574830832,2002,181699262,
717,264801394,2003,290622074,
718,204793215,2003,211653631,
719,153915814,2002,41788898,
720,544848537,2005,275442435,
721,274805346,2004,214249836,
722,304808448,2002,423016992,
723,404864252,2003,314775110,
724,454775429,2003,362900029,
725,134722042,2003,139184587,
726,234725464,2004,373318624,
727,214728280,2002,143585531,
728,324778688,2004,484085447,
729,334768312,2005,414665130,
730,394785755,2004,342620243,
731,294740264,2003,165649589,
732,134724821,2002,333917442,
733,574850594,2004,418592969,
734,184812015,2003,225444551,
735,274823356,2002,235700719,
736,454877561,2005,422227891,
737,324850521,2002,221290088,
738,574838035,2003,176260121,
739,482060829,2005,297301369,
740,454832525,2002,358698297,
741,324812013,2002,561260790,
742,164751448,2004,484681139,
743,474804666,2004,280009357,
744,493983089,2004,234759054,
745,344802059,2003,199249550,
746,194773685,2003,431839674,
747,514811285,2002,388502071,
748,514811385,2005,516900549,
749,404842561,2002,187205799,
750,434822704,2003,358470537,
751,564796696,2005,335870032,
752,134778553,2002,225164591,
753,514807359,2003,579222913,
754,364847210,2004,302792551,
755,334806547,2004,248292148,
756,384865157,2003,377319943,
757,514848212,2005,477544563,
758,274828339,2004,406480292,
759,274825549,2005,355926034,
760,564834322,2004,410793748,
761,384870268,2003,191870317,
762,204815208,2002,573375973,
763,384869880,2002,287864385,
764,204814733,2002,147362093,
765,474856264,2004,486072411,
766,264797712,2002,529229974,
767,384838166,2002,464449124,
768,514821346,2003,156835646,
769,173413896,2002,140882390,
770,314795148,2003,518215561,
771,554819553,2005,311131606,
772,173411065,2003,185790161,
773,554818738,2005,518338660,
774,414833701,2005,290292516,
775,524811078,2004,478322708,
776,504811073,2005,552597367,
777,173462581,2003,447210159,
778,274848119,2005,471228487,
779,404900725,2004,311944790,
780,173468334,2002,195007954,
781,504863571,2005,517921178,
782,274846299,2003,138692992,
783,404898206,2003,388744254,
784,534864511,2005,497334581,
785,384889259,2005,526056797,
786,544683576,2004,375637996,
787,564637782,2006,458339508,
788,474646736,2003,204790517,
789,574642178,2002,423639148,
790,534675081,2005,185276475,
791,493786174,2005,364218759,
792,210802816,2002,490619388,
793,250815570,2004,186081764,
794,300806487,2002,497172523,
795,310803628,2002,214159344,
796,490006195,2003,454215517,
797,470845716,2003,211069088,
798,550839209,2004,276294694,
799,370841378,2003,185099333,
800,260821208,2002,98352503,
801,440844630,2004,414710431,
802,160793583,2002,580410129,
803,200806666,2002,539591841,
804,350839744,2002,309996858,
805,210787396,2002,152927383,
806,510817351,2003,302709838,
807,540835808,2005,395411456,
808,580893444,2003,325173839,
809,540796733,2005,360913370,
810,500776625,2004,183685319,
811,260759747,2003,297497638,
812,270761642,2003,556492066,
813,487996879,2004,568147138,
814,370797254,2004,463109964,
815,430790629,2003,316393455,
816,300767194,2003,375315796,
817,510784102,2003,401152164,
818,520775056,2002,202438379,
819,200746648,2002,393135465,
820,430788198,2005,428739401,
821,400820084,2003,424123163,
822,550794429,2004,244438872,
823,340794042,2003,324763147,
824,270778685,2002,286261932,
825,390820206,2002,545563670,
826,61069192,2002,406673883,
827,540812650,2003,562400394,
828,300777650,2004,489228375,
829,179397595,2003,357315016,
830,310777649,2003,230851302,
831,400828741,2003,272690123,
832,320805803,2003,141146121,
833,560769488,2005,400638300,
834,280843113,2002,243256054,
835,530844762,2005,494509924,
836,360886245,2005,185906428,
837,440853673,2004,495713441,
838,250791695,2002,204022474,
839,560820035,2004,536688763,
840,300788194,2002,277652140,
841,300788749,2002,220112422,
842,500805622,2004,501527288,
843,180761318,2004,348226330,
844,159951392,2002,211107200,
845,210829243,2002,330239644,
846,230828275,2002,142429040,
847,370873120,2002,455876988,
848,570863786,2004,231525189,
849,420827564,2003,164270992,
850,310802085,2003,328563798,
851,510823410,2005,323417370,
852,490043407,2004,402324327,
853,580925224,2003,478955437,
854,580932074,2005,545438870,
855,159950106,2002,209565592,
856,200770156,2003,259611252,
857,510682431,2002,490174251,
858,560695831,2002,515031923,
859,250688470,2004,558649021,
860,320723521,2003,533465120,
861,570712003,2004,525852150,
862,310706139,2005,326150721,
863,280723435,2002,228755922,
864,320743339,2006,391411478,
865,270707007,2004,576389871,
866,220706746,2002,252138848,
867,390747689,2005,464145959,
868,560711772,2004,506866818,
869,570727863,2006,577967158,
870,570654281,2003,358752108,
871,310860279,2002,459812604,
872,190838103,2003,545728810,
873,470891869,2003,352484072,
874,570882771,2005,575804744,
875,420890148,2003,505017648,
876,450907069,2002,154301269,
877,520867443,2003,463711528,
878,580941413,2006,526958221,
879,440872597,2003,218947620,
880,450901130,2005,552268129,
881,450900579,2002,230361367,
882,488085267,2002,279283679,
883,548945169,2004,461178993,
884,278915133,2002,458771773,
885,228921693,2002,561151296,
886,578943787,2002,578741056,
887,388949661,2003,466276764,
888,428946037,2002,421454078,
889,118922868,2002,137574678,
890,278916234,2003,349975640,
891,318919636,2002,240893046,
892,388957429,2004,219262666,
893,478959724,2003,351239309,
894,438941392,2003,202083204,
895,518934566,2002,162886937,
896,558937787,2005,326577498,
897,168898489,2002,219738592,
898,138905820,2002,436219056,
899,388961155,2002,256271177,
900,558939820,2004,402970527,
901,188907059,2002,282418985,
902,358935857,2002,299385758,
903,486152717,2004,563462035,
904,208901572,2004,470543035,
905,528925339,2005,543897911,
906,328984406,2004,365995526,
907,528959581,2002,176286707,
908,318948869,2002,232348774,
909,568955676,2005,575510721,
910,258954025,2003,266160726,
911,288966488,2003,284066432,
912,498155861,2003,204004639,
913,329017809,2004,333210740,
914,168961171,2003,132833331,
915,359005736,2003,476680835,
916,579012285,2004,350107938,
917,349005496,2002,325078682,
918,459041853,2004,231470650,
919,578984023,2003,578985446,
920,548994602,2003,186236217,
921,438983200,2003,307714648,
922,358973251,2002,184293856,
923,578980180,2004,545566439,
924,568953106,2004,356344696,
925,168926628,2002,232866630,
926,458978652,2002,451173838,
927,418979568,2002,544075311,
928,278942325,2002,469087101,
929,438974656,2006,303469153,
930,508964414,2004,559858562,
931,558962847,2002,300685616,
932,578964488,2004,552548920,
933,268938886,2003,172818586,
934,518961718,2002,506602450,
935,408991110,2002,424224482,
936,538963336,2004,535976990,
937,268932826,2003,382750499,
938,558958796,2003,138150707,
939,228930560,2002,184210786,
940,138882875,2002,257826968,
941,338928600,2002,249800472,
942,548963540,2005,301114728,
943,578955447,2005,196470270,
944,438963865,2004,201944685,
945,288947011,2002,394382208,
946,558955793,2003,564743686,
947,518953408,2003,149048926,
948,258982434,2002,133041589,
949,318977043,2003,217671047,
950,369033183,2003,577872980,
951,308980602,2003,353502854,
952,329015384,2004,190981173,
953,519000496,2004,362409577,
954,528987068,2002,545573109,
955,358992462,2002,583510745,
956,498196746,2003,211333736,
957,359015391,2004,430376259,
958,399038053,2005,487221512,
959,409042007,2004,136093897,
960,218971735,2002,526496347,
961,399024251,2004,336845281,
962,479001339,2004,360922783,
963,369021782,2003,406783655,
964,578990075,2004,561458695,
965,258969654,2004,384984057,
966,238952859,2003,152468869,
967,369018338,2004,426202361,
968,459014670,2003,404177582,
969,486199890,2003,272787249,
970,468644467,2005,308559581,
971,279002191,2002,68770378,
972,319007156,2002,107339858,
973,579034548,2004,566276614,
974,299009606,2004,160580100,
975,158270250,2002,204974530,
976,319159772,2003,329285488,
977,199143452,2002,523985983,
978,389200154,2003,465762573,
979,379187559,2002,228690500,
980,289172393,2002,283056477,
981,309157779,2005,177473405,
982,549183134,2002,549180472,
983,509213532,2005,298691932,
984,552522805,2002,540024029,
985,292561864,2002,462988614,
986,402606586,2002,197966975,
987,442578201,2002,495891503,
988,489791396,2002,461986000,
989,552579765,2005,477569382,
990,502567791,2003,565375657,
991,362601781,2004,509857616,
992,252551331,2002,276807436,
993,402599412,2004,291098565,
994,262546801,2002,314415441,
